date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
2020-09-02,UT,410,,1,,3134.0,3134.0,147.0,24.0,785.0,47.0,614671.0,4024.0,,,776646.0,325.0,,52822.0,,419.0,0.0,,1070.0,,1002.0,58209.0,44658.0,,0.0,834855.0,6765.0,,6038.0,,4975.0,666899.0,4447.0,834855.0,6765.0
2020-09-02,VA,2641,2508.0,29,133.0,9678.0,9678.0,1114.0,57.0,,266.0,,0.0,,,,,134.0,122542.0,117141.0,927.0,0.0,8656.0,1802.0,,,140932.0,,1605290.0,11922.0,1605290.0,11922.0,131244.0,5557.0,,,,0.0,,0.0
2020-09-02,VI,15,,0,,,,,0.0,,,15343.0,95.0,,,,,,1143.0,,4.0,0.0,,,,,,998.0,,0.0,16486.0,99.0,,,,,16505.0,108.0,,0.0
2020-09-02,VT,58,58.0,0,,,,2.0,0.0,,,136122.0,540.0,,,,,,1625.0,1625.0,2.0,0.0,,,,,,1433.0,,0.0,189683.0,1148.0,,,,,137747.0,542.0,189683.0,1148.0
2020-09-02,WA,1931,1931.0,16,,6787.0,6787.0,416.0,24.0,,,,0.0,,,,,48.0,77238.0,76522.0,596.0,0.0,,,,,,,1480039.0,6794.0,1480039.0,6794.0,,,,,,0.0,,0.0
2020-09-02,WI,1150,1142.0,11,8.0,5916.0,5916.0,287.0,38.0,1030.0,91.0,1191548.0,7831.0,,,,,,82182.0,77129.0,578.0,0.0,,,,,,68641.0,1770546.0,17412.0,1770546.0,17412.0,,,,,1268677.0,8376.0,,0.0
2020-09-02,WV,230,228.0,8,2.0,,,146.0,0.0,,48.0,,0.0,,,,,27.0,10642.0,10453.0,135.0,0.0,,,,,,8266.0,,0.0,433355.0,3130.0,16019.0,,,,,0.0,433355.0,3130.0
2020-09-02,WY,41,,0,,221.0,221.0,14.0,2.0,,,72899.0,198.0,,,120337.0,,,3911.0,3311.0,45.0,0.0,,,,,3543.0,3249.0,,0.0,123880.0,1683.0,,,,,76210.0,227.0,123880.0,1683.0
2020-09-01,AK,39,39.0,2,,246.0,246.0,41.0,5.0,,,,0.0,,,367949.0,,9.0,5321.0,,35.0,0.0,,,,,5974.0,2246.0,,0.0,374255.0,25625.0,,,,,,0.0,374255.0,25625.0
2020-09-01,AL,2200,2102.0,18,98.0,14538.0,14538.0,990.0,271.0,1487.0,,831304.0,-27925.0,,,,817.0,,127616.0,118134.0,1558.0,0.0,,,,,,48028.0,,0.0,949438.0,-26943.0,,,54076.0,,949438.0,-26943.0,,0.0
2020-09-01,AR,814,,17,,4306.0,4306.0,423.0,93.0,,,669528.0,3717.0,,,669528.0,554.0,85.0,61497.0,61497.0,273.0,0.0,,1894.0,,,,55647.0,,0.0,731025.0,3990.0,,12508.0,,,,0.0,731025.0,3990.0
2020-09-01,AS,0,,0,,,,,0.0,,,1514.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,1514.0,0.0,,,,,,0.0,1514.0,0.0
2020-09-01,AZ,5044,4777.0,15,267.0,21405.0,21405.0,729.0,0.0,,253.0,1006648.0,4054.0,,,,,150.0,202342.0,200608.0,507.0,0.0,,,,,,,,0.0,1774187.0,20022.0,319986.0,,267953.0,,1207256.0,4558.0,1774187.0,20022.0
2020-09-01,CA,13018,,85,,,,4869.0,0.0,,1352.0,,0.0,,,,,,707797.0,707797.0,3712.0,0.0,,,,,,,,0.0,11470696.0,97391.0,,,,,,0.0,11470696.0,97391.0
2020-09-01,CO,1946,1598.0,1,348.0,7053.0,7053.0,236.0,25.0,,,660623.0,3279.0,147258.0,,,,,57775.0,53878.0,351.0,0.0,10966.0,,,,,,1014642.0,4672.0,1014642.0,4672.0,158224.0,,,,714501.0,3578.0,,0.0
2020-09-01,CT,4466,3581.0,1,885.0,11180.0,11180.0,56.0,0.0,,,,0.0,,,1224334.0,,,53006.0,50883.0,127.0,0.0,,,,,65164.0,8967.0,,0.0,1291562.0,20481.0,,,,,,0.0,1291562.0,20481.0
2020-09-01,DC,607,,0,,,,71.0,0.0,,22.0,,0.0,,,,,8.0,14049.0,,57.0,0.0,,,,,,11150.0,292844.0,2162.0,292844.0,2162.0,,,,,180494.0,1155.0,,0.0
2020-09-01,DE,605,533.0,0,72.0,,,64.0,0.0,,11.0,220888.0,1468.0,,,,,,17535.0,16537.0,106.0,0.0,,,,,20847.0,9419.0,345953.0,2885.0,345953.0,2885.0,,,,,238423.0,1574.0,,0.0
2020-09-01,FL,11521,,190,,39311.0,39311.0,3623.0,369.0,,,4044826.0,52758.0,411877.0,403867.0,5579764.0,,,624116.0,615240.0,7487.0,0.0,34738.0,,34017.0,,812402.0,,6474550.0,110290.0,6474550.0,110290.0,446669.0,,437913.0,,4663302.0,60252.0,6428982.0,99401.0
2020-09-01,GA,5733,,101,,24847.0,24847.0,2488.0,243.0,4537.0,,,0.0,,,,,,272697.0,272697.0,2226.0,0.0,21400.0,,,,249498.0,,,0.0,2368498.0,24864.0,278431.0,,,,,0.0,2368498.0,24864.0
2020-09-01,GU,13,,3,,,,43.0,0.0,,4.0,36875.0,386.0,,,,,,1447.0,1439.0,52.0,0.0,2.0,,,,,568.0,,0.0,38322.0,438.0,158.0,,,,,0.0,38312.0,438.0
2020-09-01,HI,70,70.0,7,,508.0,508.0,297.0,3.0,,57.0,189710.0,1330.0,,,,,42.0,8472.0,,133.0,0.0,,,,,8519.0,2578.0,257701.0,2002.0,257701.0,2002.0,,,,,198182.0,1463.0,263187.0,2450.0
2020-09-01,IA,1123,,7,,,,311.0,0.0,,88.0,559628.0,2084.0,,46304.0,,,43.0,63919.0,63919.0,591.0,0.0,,,3071.0,1558.0,,47437.0,,0.0,623547.0,2675.0,,,49415.0,12398.0,625058.0,2686.0,,0.0
2020-09-01,ID,361,327.0,2,34.0,1394.0,1394.0,162.0,25.0,379.0,46.0,225601.0,1455.0,,,,,,32088.0,29747.0,221.0,0.0,,,,,,14963.0,,0.0,255348.0,1646.0,,,,,255348.0,1646.0,,0.0
2020-09-01,IL,8273,8064.0,38,209.0,,,1513.0,0.0,,362.0,,0.0,,,,,146.0,238217.0,236515.0,1492.0,0.0,,,,,,,,0.0,4087122.0,22961.0,,,,,,0.0,4087122.0,22961.0
2020-09-01,IN,3312,3093.0,16,219.0,11094.0,11094.0,848.0,51.0,2230.0,239.0,988874.0,6123.0,,,,,74.0,94891.0,,695.0,0.0,,,,,99678.0,,,0.0,1550884.0,21552.0,,,,,1083765.0,6818.0,1550884.0,21552.0
2020-09-01,KS,446,,0,,2304.0,2304.0,211.0,0.0,628.0,55.0,370637.0,0.0,,,,209.0,21.0,42612.0,,0.0,0.0,,,,,,,,0.0,413249.0,0.0,,,,,413249.0,0.0,,0.0
2020-09-01,KY,948,939.0,15,9.0,4616.0,4616.0,552.0,36.0,1391.0,138.0,,0.0,,,,,,49185.0,44824.0,789.0,0.0,,,,,,10417.0,,0.0,826060.0,8924.0,46878.0,14609.0,,,,0.0,826060.0,8924.0
2020-09-01,LA,4984,4821.0,34,163.0,,,910.0,0.0,,,1740943.0,16347.0,,,,,128.0,149583.0,148882.0,689.0,0.0,,,,,,127918.0,,0.0,1890526.0,17036.0,,,,,,0.0,1889825.0,17036.0
2020-09-01,MA,9064,8831.0,4,232.0,12386.0,12386.0,320.0,22.0,,55.0,1635284.0,21300.0,,,,,29.0,128888.0,119138.0,355.0,0.0,,,,,156836.0,103920.0,,0.0,2448341.0,43915.0,,,112996.0,87251.0,1754422.0,21654.0,2448341.0,43915.0
2020-09-01,MD,3761,3617.0,6,144.0,14337.0,14337.0,385.0,34.0,,112.0,1230054.0,7450.0,,107996.0,,,,108863.0,108863.0,614.0,0.0,,,9906.0,,129682.0,6976.0,,0.0,1952501.0,13655.0,,,117902.0,,1338917.0,8064.0,1952501.0,13655.0
2020-09-01,ME,132,131.0,0,1.0,421.0,421.0,9.0,1.0,,5.0,,0.0,9089.0,,,,1.0,4548.0,4081.0,22.0,0.0,479.0,,,,4986.0,3945.0,,0.0,262240.0,5571.0,9581.0,,,,,0.0,262240.0,5571.0
2020-09-01,MI,6767,6495.0,14,272.0,,,629.0,0.0,,156.0,,0.0,,,2675587.0,,83.0,113820.0,103186.0,795.0,0.0,,,,,145671.0,76151.0,,0.0,2821258.0,24996.0,258577.0,,,,,0.0,2821258.0,24996.0
2020-09-01,MN,1872,1823.0,6,49.0,6520.0,6520.0,294.0,40.0,1849.0,136.0,1056567.0,4408.0,,,,,,76355.0,76355.0,491.0,0.0,,,,,,68488.0,1498919.0,9193.0,1498919.0,9193.0,,,,,1132922.0,4899.0,,0.0
2020-09-01,MO,1538,,8,,,,906.0,0.0,,,905489.0,7231.0,,66097.0,1206684.0,,110.0,85755.0,85755.0,1058.0,0.0,,,2908.0,,96068.0,,,0.0,1305031.0,10904.0,,,69005.0,,991244.0,8289.0,1305031.0,10904.0
2020-09-01,MP,2,2.0,0,,4.0,4.0,,0.0,,,13486.0,0.0,,,,,,57.0,57.0,1.0,0.0,,,,,,29.0,,0.0,13543.0,1.0,,,,,13540.0,0.0,17626.0,0.0
2020-09-01,MS,2493,2337.0,20,156.0,5326.0,5326.0,798.0,0.0,,196.0,493933.0,3018.0,,,,,117.0,83584.0,79650.0,634.0,0.0,,,,,,67918.0,,0.0,577517.0,3652.0,26337.0,31360.0,,,,0.0,573583.0,3503.0
2020-09-01,MT,105,,1,,447.0,447.0,140.0,11.0,,,,0.0,,,,,,7509.0,,88.0,0.0,,,,,,5459.0,,0.0,252296.0,2058.0,,,,,,0.0,252296.0,2058.0
2020-09-01,NC,2741,2741.0,39,,,,946.0,0.0,,270.0,,0.0,,,,,,169424.0,169424.0,2111.0,0.0,,,,,,,,0.0,2287415.0,18622.0,,,,,,0.0,2287415.0,18622.0
2020-09-01,ND,149,,2,,564.0,564.0,62.0,10.0,152.0,15.0,190418.0,473.0,8278.0,,,,,11982.0,11982.0,192.0,0.0,338.0,,,,,9610.0,458586.0,2396.0,458586.0,2396.0,8616.0,1.0,,,201357.0,901.0,473749.0,2496.0
2020-09-01,NE,397,,5,,2006.0,2006.0,161.0,12.0,,,328788.0,1483.0,,,436188.0,,,34287.0,,241.0,0.0,,,,,41883.0,26177.0,,0.0,479055.0,2782.0,,,,,363617.0,1739.0,479055.0,2782.0
2020-09-01,NH,432,,0,,715.0,715.0,8.0,1.0,221.0,,203984.0,343.0,,,,,,7297.0,,22.0,0.0,,,,,,6634.0,,0.0,329116.0,1021.0,30385.0,,29761.0,,211281.0,365.0,329116.0,1021.0
2020-09-01,NJ,15952,14170.0,5,1782.0,22667.0,22667.0,463.0,40.0,,84.0,2666758.0,800.0,,,,,33.0,195785.0,192290.0,380.0,0.0,,,,,,,,0.0,2862543.0,1180.0,,,,,,0.0,2857918.0,0.0
2020-09-01,NM,787,,8,,3151.0,3151.0,72.0,17.0,,,,0.0,,,,,,25460.0,,108.0,0.0,,,,,,13073.0,,0.0,765399.0,4525.0,,,,,,0.0,765399.0,4525.0
2020-09-01,NV,1313,,8,,,,643.0,0.0,,193.0,530716.0,2023.0,,,,,119.0,69633.0,69633.0,405.0,0.0,,,,,,,838627.0,7765.0,838627.0,7765.0,,,,,599812.0,2304.0,859175.0,4390.0
2020-09-01,NY,25331,,3,,,,432.0,0.0,,109.0,,0.0,,,,,54.0,435510.0,,754.0,0.0,,,,,,,8340030.0,76997.0,8340030.0,76997.0,,,,,,0.0,,0.0
2020-09-01,OH,4165,3879.0,27,286.0,13479.0,13479.0,777.0,103.0,2975.0,241.0,,0.0,,,,,127.0,124610.0,118048.0,1453.0,0.0,,,,,136566.0,104024.0,,0.0,2321386.0,22284.0,,,,,,0.0,2321386.0,22284.0
2020-09-01,OK,809,,9,,4903.0,4903.0,535.0,82.0,,207.0,827513.0,20968.0,,,827513.0,,,59399.0,59399.0,666.0,0.0,3006.0,,,,69077.0,49989.0,,0.0,886912.0,21634.0,68964.0,,,,,0.0,898288.0,23612.0
2020-09-01,OR,459,,1,,2149.0,2149.0,136.0,41.0,,43.0,530515.0,3724.0,,,811940.0,,24.0,26713.0,,159.0,0.0,,,,,48546.0,4884.0,,0.0,860486.0,6095.0,,,,,555918.0,13329.0,860486.0,6095.0
2020-09-01,PA,7691,,18,,,,528.0,0.0,,,1539969.0,15774.0,,,,,73.0,134795.0,130961.0,770.0,0.0,,,,,,109183.0,2308933.0,28924.0,2308933.0,28924.0,,,,,1670930.0,16524.0,,0.0
2020-09-01,PR,435,288.0,1,147.0,,,392.0,0.0,,71.0,305972.0,0.0,,,395291.0,,51.0,15584.0,15584.0,108.0,0.0,17837.0,,,,20103.0,,,0.0,321556.0,108.0,,,,,,0.0,415664.0,0.0
2020-09-01,RI,1050,,2,,2528.0,2528.0,81.0,9.0,,8.0,254480.0,2532.0,,,499207.0,,5.0,22002.0,,53.0,0.0,,,,,31281.0,,530488.0,6074.0,530488.0,6074.0,,,,,276482.0,2585.0,,0.0
2020-09-01,SC,2757,2626.0,37,131.0,7870.0,7870.0,894.0,59.0,,232.0,834556.0,4000.0,58050.0,,798764.0,,141.0,119846.0,118116.0,854.0,0.0,5281.0,,,,153908.0,51431.0,,0.0,954402.0,4854.0,63331.0,,,,,0.0,952672.0,4783.0
2020-09-01,SD,167,,0,,1036.0,1036.0,78.0,7.0,,,133846.0,826.0,,,,,,13749.0,,240.0,0.0,,,,,19745.0,10832.0,,0.0,193614.0,1482.0,,,,,147595.0,1066.0,193614.0,1482.0
2020-09-01,TN,1781,1729.0,27,52.0,6978.0,6978.0,1037.0,100.0,,348.0,,0.0,,,2028999.0,,164.0,156329.0,152527.0,1396.0,0.0,,,,,184950.0,118885.0,,0.0,2213949.0,16633.0,,,,,,0.0,2213949.0,16633.0
2020-09-01,TX,12681,,145,,,,4144.0,0.0,,1525.0,,0.0,,,,,,617333.0,617333.0,4364.0,0.0,30159.0,12805.0,,,750396.0,514861.0,,0.0,5524215.0,45845.0,359593.0,105095.0,,,,0.0,5524215.0,45845.0
2020-09-01,UT,409,,2,,3110.0,3110.0,145.0,17.0,780.0,44.0,610647.0,3457.0,,,770355.0,322.0,,52403.0,,296.0,0.0,,1046.0,,981.0,57735.0,44338.0,,0.0,828090.0,5063.0,,5706.0,,4710.0,662452.0,3825.0,828090.0,5063.0
2020-09-01,VA,2612,2479.0,32,133.0,9621.0,9621.0,1039.0,52.0,,258.0,,0.0,,,,,130.0,121615.0,116294.0,1021.0,0.0,8624.0,1727.0,,,140228.0,,1593368.0,12077.0,1593368.0,12077.0,130895.0,4971.0,,,,0.0,,0.0
2020-09-01,VI,15,,1,,,,,0.0,,,15248.0,148.0,,,,,,1139.0,,5.0,0.0,,,,,,950.0,,0.0,16387.0,153.0,,,,,16397.0,147.0,,0.0
2020-09-01,VT,58,58.0,0,,,,6.0,0.0,,,135582.0,3043.0,,,,,,1623.0,1623.0,6.0,0.0,,,,,,1432.0,,0.0,188535.0,4255.0,,,,,137205.0,3049.0,188535.0,4255.0
2020-09-01,WA,1915,1915.0,10,,6763.0,6763.0,392.0,23.0,,,,0.0,,,,,49.0,76642.0,75966.0,162.0,0.0,,,,,,,1473245.0,11891.0,1473245.0,11891.0,,,,,,0.0,,0.0
2020-09-01,WI,1139,1130.0,9,9.0,5878.0,5878.0,295.0,61.0,1026.0,100.0,1183717.0,10863.0,,,,,,81604.0,76584.0,1036.0,0.0,,,,,,67902.0,1753134.0,13321.0,1753134.0,13321.0,,,,,1260301.0,11844.0,,0.0
2020-09-01,WV,222,220.0,8,2.0,,,141.0,0.0,,49.0,,0.0,,,,,25.0,10507.0,10321.0,257.0,0.0,,,,,,8163.0,,0.0,430225.0,2431.0,15986.0,,,,,0.0,430225.0,2431.0
2020-09-01,WY,41,,4,,219.0,219.0,13.0,4.0,,,72701.0,270.0,,,118697.0,,,3866.0,3282.0,24.0,0.0,,,,,3500.0,3206.0,,0.0,122197.0,1500.0,,,,,75983.0,288.0,122197.0,1500.0
2020-08-31,AK,37,37.0,0,,241.0,241.0,39.0,0.0,,,,0.0,,,342703.0,,8.0,5286.0,,36.0,0.0,,,,,5598.0,2238.0,,0.0,348630.0,1791.0,,,,,,0.0,348630.0,1791.0
2020-08-31,AL,2182,2083.0,20,99.0,14267.0,14267.0,1004.0,0.0,1474.0,,859229.0,3402.0,,,,807.0,,126058.0,117152.0,823.0,0.0,,,,,,48028.0,,0.0,976381.0,4098.0,,,,,976381.0,4098.0,,0.0
2020-08-31,AR,797,,13,,4213.0,4213.0,420.0,31.0,,,665811.0,13980.0,,,665811.0,542.0,87.0,61224.0,61224.0,368.0,0.0,,1894.0,,,,54961.0,,0.0,727035.0,14348.0,,12508.0,,,,0.0,727035.0,14348.0
2020-08-31,AS,0,,0,,,,,0.0,,,1514.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,1514.0,0.0,,,,,,0.0,1514.0,0.0
2020-08-31,AZ,5029,4762.0,-1,267.0,21405.0,21405.0,768.0,-16.0,,256.0,1002594.0,4814.0,,,,,152.0,201835.0,200104.0,174.0,0.0,,,,,,,,0.0,1754165.0,4377.0,319534.0,,267557.0,,1202698.0,4970.0,1754165.0,4377.0
2020-08-31,CA,12933,,28,,,,4829.0,0.0,,1346.0,,0.0,,,,,,704085.0,704085.0,4176.0,0.0,,,,,,,,0.0,11373305.0,141476.0,,,,,,0.0,11373305.0,141476.0
2020-08-31,CO,1945,1597.0,1,348.0,7028.0,7028.0,241.0,18.0,,,657344.0,4671.0,146905.0,,,,,57424.0,53579.0,201.0,0.0,10932.0,,,,,,1009970.0,7168.0,1009970.0,7168.0,157837.0,,,,710923.0,4856.0,,0.0
2020-08-31,CT,4465,3580.0,0,885.0,11180.0,11180.0,52.0,0.0,,,,0.0,,,1204088.0,,,52879.0,50753.0,384.0,0.0,,,,,64953.0,8967.0,,0.0,1271081.0,8399.0,,,,,,0.0,1271081.0,8399.0
2020-08-31,DC,607,,1,,,,70.0,0.0,,21.0,,0.0,,,,,8.0,13992.0,,33.0,0.0,,,,,,11105.0,290682.0,2593.0,290682.0,2593.0,,,,,179339.0,1256.0,,0.0
2020-08-31,DE,605,533.0,1,72.0,,,58.0,0.0,,16.0,219420.0,2102.0,,,,,,17429.0,16431.0,86.0,0.0,,,,,20772.0,9381.0,343068.0,2285.0,343068.0,2285.0,,,,,236849.0,2188.0,,0.0
2020-08-31,FL,11331,,68,,38942.0,38942.0,3736.0,85.0,,,3992068.0,14046.0,411877.0,403867.0,5492615.0,,,616629.0,608109.0,1876.0,0.0,34738.0,,34017.0,,800773.0,,6364260.0,33553.0,6364260.0,33553.0,446669.0,,437913.0,,4603050.0,15974.0,6329581.0,25940.0
2020-08-31,GA,5632,,28,,24604.0,24604.0,2463.0,32.0,4493.0,,,0.0,,,,,,270471.0,270471.0,1498.0,0.0,21369.0,,,,247592.0,,,0.0,2343634.0,16144.0,278200.0,,,,,0.0,2343634.0,16144.0
2020-08-31,GU,10,,0,,,,38.0,0.0,,5.0,36489.0,376.0,,,,,,1395.0,1387.0,48.0,0.0,2.0,,,,,533.0,,0.0,37884.0,424.0,158.0,,,,,0.0,37874.0,958.0
2020-08-31,HI,63,63.0,1,,505.0,505.0,272.0,8.0,,57.0,188380.0,2584.0,,,,,42.0,8339.0,,200.0,0.0,,,,,8392.0,2520.0,255699.0,4322.0,255699.0,4322.0,,,,,196719.0,2784.0,260737.0,4087.0
2020-08-31,IA,1116,,3,,,,299.0,0.0,,85.0,557544.0,3169.0,,46099.0,,,46.0,63328.0,63328.0,608.0,0.0,,,3052.0,1500.0,,46740.0,,0.0,620872.0,3777.0,,,49191.0,11957.0,622372.0,3775.0,,0.0
2020-08-31,ID,359,325.0,1,34.0,1369.0,1369.0,181.0,4.0,375.0,52.0,224146.0,1498.0,,,,,,31867.0,29556.0,190.0,0.0,,,,,,14712.0,,0.0,253702.0,1680.0,,,,,253702.0,1680.0,,0.0
2020-08-31,IL,8235,8026.0,7,209.0,,,1492.0,0.0,,347.0,,0.0,,,,,157.0,236725.0,235023.0,1668.0,0.0,,,,,,,,0.0,4064161.0,47379.0,,,,,,0.0,4064161.0,47379.0
2020-08-31,IN,3296,3077.0,5,219.0,11043.0,11043.0,881.0,200.0,2217.0,222.0,982751.0,10708.0,,,,,79.0,94196.0,,883.0,0.0,,,,,98364.0,,,0.0,1529332.0,4601.0,,,,,1076947.0,11591.0,1529332.0,4601.0
2020-08-31,KS,446,,3,,2304.0,2304.0,211.0,26.0,628.0,55.0,370637.0,8538.0,,,,209.0,21.0,42612.0,,1564.0,0.0,,,,,,,,0.0,413249.0,10102.0,,,,,413249.0,10102.0,,0.0
2020-08-31,KY,933,924.0,3,9.0,4580.0,4580.0,557.0,20.0,1385.0,144.0,,0.0,,,,,,48396.0,44212.0,364.0,0.0,,,,,,10375.0,,0.0,817136.0,5547.0,46866.0,13441.0,,,,0.0,817136.0,5547.0
2020-08-31,LA,4950,4787.0,19,163.0,,,881.0,0.0,,,1724596.0,3713.0,,,,,132.0,148894.0,148193.0,326.0,0.0,,,,,,127918.0,,0.0,1873490.0,4039.0,,,,,,0.0,1872789.0,4039.0
2020-08-31,MA,9060,8827.0,11,232.0,12364.0,12364.0,314.0,3.0,,56.0,1613984.0,18439.0,,,,,22.0,128533.0,118784.0,304.0,0.0,,,,,156404.0,103920.0,,0.0,2404426.0,31862.0,,,112727.0,86838.0,1732768.0,18740.0,2404426.0,31862.0
2020-08-31,MD,3755,3612.0,3,143.0,14303.0,14303.0,377.0,48.0,,107.0,1222604.0,11157.0,,107996.0,,,,108249.0,108249.0,458.0,0.0,,,9906.0,,129045.0,6124.0,,0.0,1938846.0,19331.0,,,117902.0,,1330853.0,11615.0,1938846.0,19331.0
2020-08-31,ME,132,131.0,0,1.0,420.0,420.0,6.0,0.0,,4.0,,0.0,9056.0,,,,1.0,4526.0,4060.0,14.0,0.0,479.0,,,,4965.0,3923.0,,0.0,256669.0,3199.0,9548.0,,,,,0.0,256669.0,3199.0
2020-08-31,MI,6753,6480.0,5,273.0,,,629.0,0.0,,156.0,,0.0,,,2651406.0,,90.0,113025.0,102468.0,499.0,0.0,,,,,144856.0,76151.0,,0.0,2796262.0,19765.0,257840.0,,,,,0.0,2796262.0,19765.0
2020-08-31,MN,1866,1817.0,1,49.0,6480.0,6480.0,306.0,26.0,1839.0,131.0,1052159.0,5277.0,,,,,,75864.0,75864.0,675.0,0.0,,,,,,67656.0,1489726.0,11294.0,1489726.0,11294.0,,,,,1128023.0,5952.0,,0.0
2020-08-31,MO,1530,,22,,,,906.0,0.0,,,898258.0,7676.0,,66025.0,1196755.0,,110.0,84697.0,84697.0,1042.0,0.0,,,2899.0,,95127.0,,,0.0,1294127.0,11071.0,,,68924.0,,982955.0,8718.0,1294127.0,11071.0
2020-08-31,MP,2,2.0,0,,4.0,4.0,,0.0,,,13486.0,0.0,,,,,,56.0,56.0,0.0,0.0,,,,,,29.0,,0.0,13542.0,0.0,,,,,13540.0,0.0,17626.0,0.0
2020-08-31,MS,2473,2319.0,32,154.0,5326.0,5326.0,825.0,26.0,,214.0,490915.0,4427.0,,,,,126.0,82950.0,79165.0,274.0,0.0,,,,,,67918.0,,0.0,573865.0,4701.0,25554.0,31261.0,,,,0.0,570080.0,5147.0
2020-08-31,MT,104,,0,,436.0,436.0,134.0,4.0,,,,0.0,,,,,,7421.0,,81.0,0.0,,,,,,5330.0,,0.0,250238.0,3577.0,,,,,,0.0,250238.0,3577.0
2020-08-31,NC,2702,2702.0,10,,,,923.0,0.0,,244.0,,0.0,,,,,,167313.0,167313.0,1186.0,0.0,,,,,,,,0.0,2268793.0,25044.0,,,,,,0.0,2268793.0,25044.0
2020-08-31,ND,147,,2,,554.0,554.0,68.0,0.0,149.0,17.0,189945.0,1682.0,8245.0,,,,,11790.0,11790.0,114.0,0.0,335.0,,,,,9295.0,456190.0,1781.0,456190.0,1781.0,8580.0,,,,200456.0,734.0,471253.0,1920.0
2020-08-31,NE,392,,0,,1994.0,1994.0,172.0,2.0,,,327305.0,3113.0,,,433700.0,,,34046.0,,293.0,0.0,,,,,41592.0,25969.0,,0.0,476273.0,4775.0,,,,,361878.0,3410.0,476273.0,4775.0
2020-08-31,NH,432,,0,,714.0,714.0,6.0,0.0,220.0,,203641.0,1600.0,,,,,,7275.0,,21.0,0.0,,,,,,6615.0,,0.0,328095.0,2520.0,30373.0,,29752.0,,210916.0,1621.0,328095.0,2520.0
2020-08-31,NJ,15947,14165.0,8,1782.0,22627.0,22627.0,484.0,0.0,,103.0,2665958.0,21235.0,,,,,36.0,195405.0,191960.0,372.0,0.0,,,,,,,,0.0,2861363.0,21607.0,,,,,,0.0,2857918.0,21584.0
2020-08-31,NM,779,,9,,3134.0,3134.0,65.0,8.0,,,,0.0,,,,,,25352.0,,69.0,0.0,,,,,,12960.0,,0.0,760874.0,3941.0,,,,,,0.0,760874.0,3941.0
2020-08-31,NV,1305,,3,,,,664.0,0.0,,196.0,528693.0,1916.0,,,,,106.0,69228.0,69228.0,320.0,0.0,,,,,,,830862.0,1510.0,830862.0,1510.0,,,,,597508.0,2235.0,854785.0,4250.0
2020-08-31,NY,25328,,1,,,,418.0,0.0,,109.0,,0.0,,,,,51.0,434756.0,,656.0,0.0,,,,,,,8263033.0,66241.0,8263033.0,66241.0,,,,,,0.0,,0.0
2020-08-31,OH,4138,3854.0,10,284.0,13376.0,13376.0,774.0,59.0,2961.0,244.0,,0.0,,,,,140.0,123157.0,116666.0,895.0,0.0,,,,,135602.0,102631.0,,0.0,2299102.0,30957.0,,,,,,0.0,2299102.0,30957.0
2020-08-31,OK,800,,1,,4821.0,4821.0,570.0,7.0,,214.0,806545.0,0.0,,,806545.0,,,58733.0,58733.0,713.0,0.0,3006.0,,,,66512.0,49184.0,,0.0,865278.0,713.0,68964.0,,,,,0.0,874676.0,0.0
2020-08-31,OR,458,,4,,2108.0,2108.0,166.0,0.0,,47.0,526791.0,4234.0,,,806187.0,,22.0,26554.0,,261.0,0.0,,,,,48204.0,4884.0,,0.0,854391.0,6757.0,,,,,542589.0,0.0,854391.0,6757.0
2020-08-31,PA,7673,,0,,,,505.0,0.0,,,1524195.0,8296.0,,,,,78.0,134025.0,130211.0,521.0,0.0,,,,,,109900.0,2280009.0,16201.0,2280009.0,16201.0,,,,,1654406.0,8804.0,,0.0
2020-08-31,PR,434,287.0,0,147.0,,,383.0,0.0,,65.0,305972.0,0.0,,,395291.0,,50.0,15476.0,15476.0,247.0,0.0,17723.0,,,,20103.0,,,0.0,321448.0,247.0,,,,,,0.0,415664.0,0.0
2020-08-31,RI,1048,,1,,2519.0,2519.0,77.0,0.0,,9.0,251948.0,1835.0,,,493216.0,,5.0,21949.0,,46.0,0.0,,,,,31198.0,,524414.0,3936.0,524414.0,3936.0,,,,,273897.0,1881.0,,0.0
2020-08-31,SC,2720,2588.0,11,132.0,7811.0,7811.0,934.0,29.0,,247.0,830556.0,6007.0,57989.0,,795153.0,,136.0,118992.0,117333.0,668.0,0.0,5267.0,,,,152736.0,51431.0,,0.0,949548.0,6675.0,63256.0,,,,,0.0,947889.0,6643.0
